2022-01-12T04:04:51.763794700Z W/UiUtilsKt.isJCEFEnabled/ 	at smol_app.home.HomeViewKt$homeView$2$1.invoke(HomeView.kt:80)

2022-01-12T04:04:51.765795300Z W/UiUtilsKt.isJCEFEnabled/ 	at smol_app.home.HomeViewKt$homeView$2$1.invoke(HomeView.kt:73)

2022-01-12T04:04:51.766793700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:116)

2022-01-12T04:04:51.767796800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:34)

2022-01-12T04:04:51.769796Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.AppBarKt$AppBar$1$1.invoke(AppBar.kt:576)

2022-01-12T04:04:51.773796800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.AppBarKt$AppBar$1$1.invoke(AppBar.kt:521)

2022-01-12T04:04:51.773796800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:107)

2022-01-12T04:04:51.774795Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:34)

2022-01-12T04:04:51.774795Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.CompositionLocalKt.CompositionLocalProvider(CompositionLocal.kt:228)

2022-01-12T04:04:51.775795600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.AppBarKt$AppBar$1.invoke(AppBar.kt:521)

2022-01-12T04:04:51.776795900Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.AppBarKt$AppBar$1.invoke(AppBar.kt:520)

2022-01-12T04:04:51.777794700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:107)

2022-01-12T04:04:51.778794700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:34)

2022-01-12T04:04:51.778794700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.SurfaceKt$Surface$6.invoke(Surface.kt:268)

2022-01-12T04:04:51.779794800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.SurfaceKt$Surface$6.invoke(Surface.kt:255)

2022-01-12T04:04:51.780794900Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:107)

2022-01-12T04:04:51.782794300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:34)

2022-01-12T04:04:51.783796600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.CompositionLocalKt.CompositionLocalProvider(CompositionLocal.kt:228)

2022-01-12T04:04:51.784795700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.SurfaceKt.Surface-F-jzlyU(Surface.kt:252)

2022-01-12T04:04:51.787795600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.SurfaceKt.Surface-F-jzlyU(Surface.kt:110)

2022-01-12T04:04:51.789794200Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.AppBarKt.AppBar-celAv9A(AppBar.kt:514)

2022-01-12T04:04:51.791795300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.AppBarKt.TopAppBar-HsRjFd4(AppBar.kt:163)

2022-01-12T04:04:51.792795Z W/UiUtilsKt.isJCEFEnabled/ 	at smol_app.home.HomeViewKt$homeView$2.invoke(HomeView.kt:73)

2022-01-12T04:04:51.792795Z W/UiUtilsKt.isJCEFEnabled/ 	at smol_app.home.HomeViewKt$homeView$2.invoke(HomeView.kt:72)

2022-01-12T04:04:51.793794800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:107)

2022-01-12T04:04:51.794796900Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:34)

2022-01-12T04:04:51.796795400Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState$subcompose$2$1$1.invoke(SubcomposeLayout.kt:251)

2022-01-12T04:04:51.802793600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState$subcompose$2$1$1.invoke(SubcomposeLayout.kt:251)

2022-01-12T04:04:51.802793600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:107)

2022-01-12T04:04:51.805794300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.internal.ComposableLambdaImpl.invoke(ComposableLambda.jvm.kt:34)

2022-01-12T04:04:51.806793700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.ActualJvm_jvmKt.invokeComposable(ActualJvm.jvm.kt:72)

2022-01-12T04:04:51.806793700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.ComposerImpl$doCompose$2$5.invoke(Composer.kt:2582)

2022-01-12T04:04:51.808795400Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.ComposerImpl$doCompose$2$5.invoke(Composer.kt:2571)

2022-01-12T04:04:51.808795400Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.SnapshotStateKt__DerivedStateKt.observeDerivedStateRecalculations(DerivedState.kt:247)

2022-01-12T04:04:51.810797200Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.SnapshotStateKt.observeDerivedStateRecalculations(Unknown Source)

2022-01-12T04:04:51.811794400Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.ComposerImpl.doCompose(Composer.kt:2571)

2022-01-12T04:04:51.812794300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.ComposerImpl.composeContent$runtime(Composer.kt:2522)

2022-01-12T04:04:51.813793800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.CompositionImpl.composeContent(Composition.kt:478)

2022-01-12T04:04:51.813793800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.Recomposer.composeInitial$runtime(Recomposer.kt:748)

2022-01-12T04:04:51.814794200Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.ComposerImpl$CompositionContextImpl.composeInitial$runtime(Composer.kt:2987)

2022-01-12T04:04:51.815793600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.CompositionImpl.setContent(Composition.kt:433)

2022-01-12T04:04:51.816796Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState.subcomposeInto(SubcomposeLayout.kt:269)

2022-01-12T04:04:51.818793600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState.access$subcomposeInto(SubcomposeLayout.kt:154)

2022-01-12T04:04:51.819794500Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState$subcompose$2.invoke(SubcomposeLayout.kt:244)

2022-01-12T04:04:51.819794500Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState$subcompose$2.invoke(SubcomposeLayout.kt:241)

2022-01-12T04:04:51.820795600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.snapshots.SnapshotStateObserver.withNoObservations(SnapshotStateObserver.kt:142)

2022-01-12T04:04:51.821796100Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OwnerSnapshotObserver.withNoSnapshotReadObservation$ui(OwnerSnapshotObserver.kt:55)

2022-01-12T04:04:51.822794600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode.withNoSnapshotReadObservation$ui(LayoutNode.kt:1140)

2022-01-12T04:04:51.823794300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState.subcompose(SubcomposeLayout.kt:241)

2022-01-12T04:04:51.823794300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState.subcompose(SubcomposeLayout.kt:235)

2022-01-12T04:04:51.824795100Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState.subcompose$ui(SubcomposeLayout.kt:224)

2022-01-12T04:04:51.826795600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState$Scope.subcompose(SubcomposeLayout.kt:490)

2022-01-12T04:04:51.827794800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.ScaffoldKt$ScaffoldLayout$1$1$1.invoke(Scaffold.kt:242)

2022-01-12T04:04:51.830794700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.material.ScaffoldKt$ScaffoldLayout$1$1$1.invoke(Scaffold.kt:241)

2022-01-12T04:04:51.833794500Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.MeasureScope$layout$1.placeChildren(MeasureScope.kt:68)

2022-01-12T04:04:51.838795400Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.SubcomposeLayoutState$createMeasurePolicy$1$measure$1.placeChildren(SubcomposeLayout.kt:367)

2022-01-12T04:04:51.840796Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode$layoutChildren$1.invoke(LayoutNode.kt:958)

2022-01-12T04:04:51.842793600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode$layoutChildren$1.invoke(LayoutNode.kt:943)

2022-01-12T04:04:51.842793600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.snapshots.SnapshotStateObserver.observeReads(SnapshotStateObserver.kt:126)

2022-01-12T04:04:51.843794700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OwnerSnapshotObserver.observeReads$ui(OwnerSnapshotObserver.kt:88)

2022-01-12T04:04:51.844794300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OwnerSnapshotObserver.observeLayoutSnapshotReads$ui(OwnerSnapshotObserver.kt:62)

2022-01-12T04:04:51.845793600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode.layoutChildren$ui(LayoutNode.kt:943)

2022-01-12T04:04:51.845793600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode.onNodePlaced$ui(LayoutNode.kt:929)

2022-01-12T04:04:51.847795400Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.InnerPlaceable.placeAt-f8xVGno(InnerPlaceable.kt:130)

2022-01-12T04:04:51.849793500Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.Placeable.access$placeAt-f8xVGno(Placeable.kt:31)

2022-01-12T04:04:51.851794Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.Placeable$PlacementScope.place-70tqf50(Placeable.kt:370)

